Timestamp,Hostname,EventID,User,ServiceName,Message,Exe
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"No cached lease or key found, not renewing with service and treating this as a valid license with lease = 0x501e7718  Function: KeyMachine::NegotiatingUnleased::LicenseDone  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (2032)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x184501c1390: 13580: Key:NegotiatingUnleased Change: Key:Valid => fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x184501c1390: 13580: fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc: Dispatch: Key:RegisterCallback => Key:Valid#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Decoding: {}  Function: DecodeCustomPolicy  Source: onecoreuap\enduser\winstore\licensemanager\lib\clipdocument.cpp (50)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"Decoding: {""entitlementId"":""631766b4e57d4dbd813b0f6c2d9da43c"",""entitlementSatisfaction"":""Device"",""isOffline"":true,""leaseEnforcement"":""None"",""leaseUri"":""https://licensing.md.mp.microsoft.com/v7.0/licenses/?beneficiaryId=msahwonecoreuap\enduser\winstore\licensemanager\lib\clipdocument.cppa6966507891112968&contentId=fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc&entitlementId=631766b4e57d4dbd813b0f6c2d9da43c&market=US&policyType=Device"",""keyIds"":[""58fd0cf2-ba2f-8718-184b-b43abfb16d68""],""kind"":""Content"",""packages"":[{""packageIdentifier"":""fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc"",""packageType"":""OS"",""productAddOns"":[],""productId"":""BF712690PL0G"",""skuId"":""0001""}],""pollAt"":""2025-02-27T18:22:09.1845472+00:00"",""refreshOnStartup"":false,""version"":7}  Function: DecodeCustomPolicy  Source: onecoreuap\enduser\winstore\licensemanager\lib\clipdocument.cpp (50)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,"Decoding: {""entitlementId"":""631766b4e57d4dbd813b0f6c2d9da43c"",""entitlementSatisfaction"":""Device"",""isOffline"":true,""leaseEnforcement"":""None"",""leaseUri"":""https://licensing.md.mp.microsoft.com/v7.0/licenses/?beneficiaryId=msahwonecoreuap\enduser\winstore\licensemanager\lib\clipdocument.cppa6966507891112968&contentId=fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc&entitlementId=631766b4e57d4dbd813b0f6c2d9da43c&market=US&policyType=Device"",""keyIds"":[""58fd0cf2-ba2f-8718-184b-b43abfb16d68""],""kind"":""Content"",""packages"":[{""packageIdentifier"":""fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc"",""packageType"":""OS"",""productAddOns"":[],""productId"":""BF712690PL0G"",""skuId"":""0001""}],""pollAt"":""2025-02-27T18:22:09.1845472+00:00"",""refreshOnStartup"":false,""version"":7}  Function: DecodeCustomPolicy  Source: onecoreuap\enduser\winstore\licensemanager\lib\clipdocument.cpp (50)#015",Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Updating lease timer for {08AA6709-3CB8-6551-3720-B6B58C46C08A} to expire @ 2025-02-27T18:22:09Z (jitter was 20.335377 minutes)  Function: LeaseMachine::DoUpdateLeaseTimer  Source: onecoreuap\enduser\winstore\licensemanager\lib\leasemachine.cpp (276)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Added timer for {08AA6709-3CB8-6551-3720-B6B58C46C08A}  Function: MemoryTimerService::CreateTimerWithId  Source: onecoreuap\enduser\winstore\licensemanager\lib\memorytimer.cpp (57)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x1845012ba20: 10584: {08AA6709-3CB8-6551-3720-B6B58C46C08A}: Dispatch: Lease:AddKey => Lease:Valid#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x184501c1390: 13580: fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc: Dispatch: Key:Unregistered => Key:Valid#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x1845012ba20: 10584: {08AA6709-3CB8-6551-3720-B6B58C46C08A}: Dispatch: Lease:RemoveKey => Lease:Valid#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,Lease dropped  Function: KeyMachine::DoDropLease  Source: onecoreuap\enduser\winstore\licensemanager\lib\keymachine.cpp (279)#015,Null
1740105758,DESKTOP-RKJA15K,6792,System,Microsoft-Windows-Store,0x184501c1390: 13580: Key:Valid Change: Key:Invalid => fc2d7bfe-07bc-4ea7-1abb-21f0b5ce4cfc#015,Null
